بحبك ياتامر l LovE you انا ياسمين,positive
"افشعر بدني قسم بالله.  تاريخ حياتي مر قدامي مع الكليب ده.  The best always Amr Diab
اخوكم من السودان",positive
من دبي اجمل تحيه لمصر بلد الفن . Big love from Dubai to Egypt,positive
"اكثر من 200 million 😍😍😍
ثلاث دقات 
موااااااااااااااااااا💥اااااااااااااال",positive
"تحيه للراجل اللي لما شفها قلبه دق 3 دقات عقبالنا كلنا يارب 😍😍😃
subscribe l my channel plzzz😍😍",positive
fantastic  رواعههههه,positive
Nice محمد رمضان 🙂🌙,positive
OMGGGGG how much I miss her ❤️❤️❤️❤️ الطفوله في بغداد و ايام الفوازير - الله اريد ارجع الى بغداد او القاهره او عمان,positive
"يوسف الشريف بجد انا عاجز عن الكلام انت عملت ال انا كان نفسي اعمله اني ادخل الاستيل ده مصر انا بقالي سنة شغال بعافر وبتعلم Aftereffects ,premiere, Autodesk Maya وبرامج المنتاج بشكل عام علشان اول ماخلص 5 سنين هندسة اشتغل",positive
"أفضل إعلان السيزون دة وبجد إختيار We... مميزة جدآ بدايته من حبيب قلبي تامر حسني أبو الرجولة مرورآ بالنيل والتصوير المبدع الجميل..... شكرآ We شكرآ تامر حسني وطبعآ تحية خاصة لكل من ساهم في نجاح العمل.......
كتابة كلمات واللحن العبقري والتوزيع",positive
Love you ❤️❣️❣️ شريهان,positive
"أستاذ أكرم حسني ممكن طلب لو سمحت🙂🙏
أنا عايزه تلات او اربع سطور تمدح فيهم بنت بس تكون القافيه على وزن( أزل )لان انا اسمي أزل 
وهكون ممنونه ليك طوول عمري 🥰😊😊😊والله العظيم انا بحبك اوي وعشمانه بيك انك مش هتردني",positive
"كريم عبد العزيز : هايدي موسى؟! ستار اكاديمي؟ الله !!دي حته صوت👌❤️و أمير كرارة : و هو بيقول كان معايا قبل كده حتة صوت قلت لازم أجيبه تاني تسمعه !! جايبلك هدية !! صوت و حاجة فوق الخيااااال😍👌
هايدي موسى في",positive
Nice song من  اندونسيا 🇮🇩,positive
"Wow This is a therapy session ♥️♥️♥️ 
شكرااااا يسرى ، كل كلمة في حكيك علمتني اشياء كثييرة♥️♥️♥️",positive
اغنية حلوة اوي from Algeria  love this song,positive
مين جي لانو سمع فرقة big تغنيها وحبها 😁,neutral
انتا ليه معملتيش اي رياكشين لي the meg,neutral
بيفكرني ب snop dogg,neutral
سينما فور يو منوعات Cinema 4U,neutral
ماحدش لاحظ أن فى الدقيقة 1.5 لمبة DSL مش منورة,neutral
"حلقة ( حمدي المرغني )
تقديم: شيماء سيف
ضيف البرنامج: الفنان حمدي الميرغني 
أنتاج: روزناما و سينرجي
تابعونا علي الفيسبوك: 

Category
Entertainment
License
Standard YouTube License",neutral
لحظه قنص لبنان خطير sniper lebanon,neutral
مين قال إللي جاي look ع عدد المشاهدات/الليكات/التعليقات ..,neutral
"برايكم مين افضل بالتمثيل 
حمادة هلال like
محمد رمضان comment",neutral
Black Widow بقا يا نجم,neutral
نفس افهم ال 24 الف العملين DIS LIKE زعلانين من ايه,neutral
"سأعود يوماً الى هذا التعليق لكن عندها سأكون سعيداً💔👉🚶
I will come back to this comment someday but then I will be happy 💔👉🚶",neutral
عاوزين هشام جمال Please,neutral
معنى Pepsi هو pay every pound to save Israel,neutral
من فضلكم ادخلو لقناتي Noody o ودعيو معايا بالذرية الصالحة الله يجزاكم خير دعوة الغريب مستجابة🤲🏻🤲🏻🤲🏻,neutral
يريت تراجع مسلسل elite,neutral
يلعن الوقت اللي خلا maitre gims مع هذا ما بيعرف حتى يستعمل auto tune💔💔😡😡,negative
في التعليقات بنات بتكتب السونج دي .. السونج السونج .. اسمها أغنية بالعربي او song بالانجليزي .. ايه القرف دا .. يا تكتبي الجملة كاملة عربي يا كاملة انجليزي او فرنسي او اي لغة .. حاجة مستفزة ..,negative
بنت shit و الجميع متفق,negative
انا جيت بس علشان احط Dislike 👎,negative
تكرار غير طبيعي في السنوات الأخيرة من لحن و كلمات و حتي تصوير الكليب،نفس الرتم بتاع الأغاني gibsy المتبع من فترة طويلة في معظم أغانيه و مؤخرا في أغانيه التابعه للحملات الاعلانيه,negative
هشام جمال ده شخصية fake,negative
الناس اللي dislike انتو محتاجين تتعالجوا,negative
الناس اللى عماله تفتى وتقول The Magnificent Sevenوb16  وthe Expendables  ماهو ياجماعه  الفيلم مكتوب عليه انه اقتباس من الفيلم الساموراى السبعه اليابانى واللى اتعرض فى الخمسينات والفيلم ده طلعت من خامات كل الافلام دى حول العالم ,negative
شغل ال CGI characters مش احلى حاجة بصراحة، يعني لو عمرو دياب طلع ف الشوتات دي طبيعي زي ماهو كان هيبقى اجمل.,negative
الناس اللي عاملة unlike دي تعبانة ف نفوخها 😂,negative
"لا صوت لا شكل  
You are losers",negative
710 Dislike   انتو عايشين إزاي كدا ؟,negative
Flop فاشله,negative
"حقوق هاري ووين😭 
نفس لحن TPWK",negative
"خطأ طبي في 2021؟؟؟؟؟ 
Shame on you Egypt 🤦‍♀️🤦‍♀️",negative
الناس اللي عاملة dislike دي عبيطة؟!!,negative
