O,بين,وتتنوع الاعمال المشاركة بين الحفر والرسم واللوحات المائية والزيتية ويهدف للجمع بين الشعر والخيال والموسيقى ومحاولة تأمل حياة لوركا شاعرا وموسيقيا وإنسانا .
O,،,"ان ما سنقوم به خلال هذه الزيارة هو ان نحول هذه الافاق الى عمل واتفاقيات والى اليات عمل لمتابعة هذه الاتفاقيات ، وتنسيق سياسي على اعلى مستوى ، خاصة فيما يتعلق بقضية تعاون دول الجنوب التي ستحمي كل الدول المعرضة لضغوط ومحاولات حصار كما هو الوضع مع فنزويلا وسورية "" ."
O,.,جمع في شعره كُلاّ من البساطة و البلاغة اللّتان تميزان الشعر الحديث ، و أبدع في كتابة الشعر الوطني و الغزلي .
O,يوليو,دبي ـ شيرين الفايدي > ماذا تقولين عن فيلمك الأول « طرب فاشن » بعد عرضه في بيروت ودبي ؟ وأين لقيت تجاوب الجمهورمع الفيلم أكثر ؟ ـ للأمانة عند عرض الفيلم في بيروت يوم 9 يوليو « تموز » الماضي ، لاقى استحساناً كبيراً .
O,الطراز,"وواجهة المسجد مبنية على الطراز الصيني التقليدي , ومزيّنة برسومات ومسقوفة بإفريز بلون أخضر , وكتب على عتبة البوابة باللغة العربية ( المسجد لله تعالى ) , كما كُتب باللغة الصينية كلمة مسجد ( تشينغ جين سي ) ."
O,فيها,أما الببور الأسديّة فتكون في الغالب صغيرة الحجم و تزن حوالي 150 كلغ ( حوالي 20% أقل من الأسود ) ، و ذلك بسبب أن الببر الذكر لا يحمل الجينة التي تحث النموّ بينما تحمل اللبؤة الجينة التي تكبح النموّ ، وكما الأسود الببريّة فهي تتشارك في صفات كلا الوالدين و تكون الذكور فيها عقيمة ، وهي أيضاً أقل إنتشاراً من الأسود الببريّة .
O,شمال,وجددت إسرائيل قصفها مساء امس لضاحية بيروت الجنوبية وكان طيران الاحتلال قد شن سلسلة غارات مكثفة علي مدينتي الهرمل وبعلبك في البقاعين الشرقي والشمالي فيما تواصل القصف الجوي والبري والبحري علي مختلف مدن وبلدات الجنوب خصوصا الخط الساحلي الجنوبي ، ومن جانبها قصفت المقاومة اللبنانية شمال إسرائيل واطلقت 20 صاروخا علي صفد وحيفا والناصرة ونهاريا والجليل الغربي .
O,الـ,* « إل جي » تطرح أنحف جوال في العالم > طرحت شركة « إل جي الكترونكس » في جدة ، أنحف هاتف جوال في العالم ( الهاتف الكارت ) ، وهو موديل « كي جي 320 » المصمم بشكل خاص لرجال الاعمال والباحثين عن التميز ، اذ لا يتجاوز وزنه 73 غراما وهو مزود بكاميرا بقوة 1.3 ميجابكسل وذاكرة بحجم 128 ميجابايت ، مع امكانيات فائقة من الـ « ملتيميديا » ، مما يجعله مكتبا متحركا لرجل الاعمال .
O,إنزال,مع العلم أن تل أبيب قامت بسلسلة خروقات خلال الفترة ذاتها أبرزها عملية إنزال فاشلة قرب بعلبك أدت إلى مقتل ضابط وإصابة ثلاثة .
O,موضحا,"وأضاف بلازي أن هناك حاجة طارئة لمساعدة المدنيين , موضحا أن بلاده دعت جميع الأطراف في الأزمة إلى إظهار قدر كبير من ضبط النفس ."
O,ان,"واعتبر ممثل اليابان كنزو اوشيما من جانبه انه يفترض اعتماد خطة "" صارمة دون ان تؤدي الى المواجهة "" في الجهود التي يبذلها مجلس الامن للحصول على على موافقة الخرطوم ."
O,وعمره,هذا الرّجال الذي أحيل على المعاش ، وعمره الآن 77 عاماً ، يبذل نشاطاً حادّاً .
