O,منها,و له منها عمر و زينب .
O,التمسك,نجح نادي أندرليخت البلجيكي في ضم النجم المغربي امبارك بوصوفة البالغ من العمر 21 سنة ، الذي تألق بشكل ملفت خلال الموسم الكروي المنتهي رفقة ناديه لاغونتواز ، إذ توج معه أفضل لاعب في الدوري البلجيكي وبرغم حرص رئيس لاغونتواز دي وايت على التمسك بنجمه إلا أن امبارك بوصوفة أصر على دخول تجربة جديدة وقد إختار اللعب لأفضل فريق بلجيكي هو أندرليخت وقد حددت مدة العقد في أربع سنوات من دون الإشارة إلى قيمة الصفقة .
O,لكل,ودفاع > بصراحة ، هناك حساسية بين المرأة المغربية والمرأة الخليجية ، ودائماً ما تُتهم المغربية بأنها تجيد السحر لخطف الرجل من زوجته ، كيف تتعاملين مع هذه الاتهامات بين زميلاتك الخليجيات ؟ ـ السحر هو جزء من الثقافة المحلية لكل العرب بلا استثناء ، والمرأة الخليجية لها شغف بعمل « الاسحار » لزوجها .
O,تعبيره,وكان حالوتس قد أقر الأسبوع الماضي ولأول مرة بوجود نقاط خلل في إدارة الحرب عسكريا ، كما تعهد بإجراء تحقيق لمعرفة أسباب هذا الخلل يشمله شخصيا وحتى أصغر عسكري على حد تعبيره .
O,تشجيع,"يلزم ميثاق الامم المتحدة كل الدول الاعضاء تشجيع "" الاحترام العالمي ومراعاة حقوق الانسان "" بالقيام بالاعمال التعاونية لذلك الهدف ."
O,"""","وقال هاولز "" لم يبد خلال 11 يوما أن الهجوم الإسرائيلي يستهدف مواقع حزب الله وإنه من الصعب فهم أي نوع من التكتيك العسكري تستعمله إسرائيل "" , مضيفا أنه "" إذا كانوا يريدون حزب الله فليبحثوا عن حزب الله وليس هناك ما يجعلهم يستهدفون البلد بأكمله "" ."
O,ملك,ولما عاود ملك أراجون غزواته للاستيلاء على بلنسية تطلع إلى أن يحتل حصن أنيشة المنيع الواقع على سبعة أميال من بلنسية ، وكان هذا الحصن يقع على ربوة عالية ، ويطل على مزارع بلنسية وحدائقها ، ويعد من أهم حصونها الأمامية .
O,لمؤتمرنا,"وسيبحث المشاركون فكرة ( تقرير سابق للامم المتحدة قال ان العالم العربي قد خاطر بإضاعة الفرصة في اللحاق بركب المستقبل في عدد من المجالات الرئيسية - كيف يمكن لمؤتمرنا هذا لحاق العالم العربي بالركب في المستقبل ؟ ) "" وأضاف "" لا نريد من الوفود المشاركة أن تكتفي بالاستماع إلي المحاضرات التي سيلقيها هؤلاء الأكاديميون الكبار ."
O,الاسرائيلي,نشير الى هذه الظاهرة لأنها تشكل الجو الذي يعمل فيه فريق الرئيس جورج بوش ورايس والسفير جون بولتون في الامم المتحدة ، والذي سيميز الكثير من العناصر التي قد يقدمها بعض الاوروبيين لردع تمادي الولايات المتحدة في الاستثمار بقرار العدوان الاسرائيلي على لبنان .
O,في,وقال أنه يتعين أن يصل عدد السيارات الجديدة في ألمانيا هذا العام إلي حوالي 2.3 مليون سيارة بالمقارنة بـ34.3 مليون سيارة في العام الماضي .
O,45ر61,ونزل الخام الامريكي لاقل مستوي في ستة أشهر عند 52ر59 دولار قبل ان يضيف 90 سنتا ليغلق عند 45ر61 دولار للبرميل .
O,عشر,ويعتقد البعض أن الفردوسي ساهم مساهمة فعالة في تطور الثقافة الإيرانية ، والمتحف يحتوي على مقتنيات من القرنين العاشر والحادي عشر الهجريين ولوحات وسجاد نادر جداً .
O,عام,وفي اليمن نزح عرب اليمن القحطانيين عام 195 م إلي ضفاف نهر الفرات وأقاموا دولتهم وعاصمتها مدينة الحيرة قرب الكوفة حاليا .
O,لحظة,ان مرحلة الاقتران ( الاجتماع ) او الولادة الفلكية للهلال ( Nwe moon ) وهي تطابق المركزين لكل من الشمس والقمر لا تعني تخلق النور في القمر بل هي تعني لحظة الاجتياز والعبور الكونية للقمر من الشهر الهجري القمري القديم الى الشهر الهجري القمري الجديد وحيث انه في الشهر الهجري القمري اليوم يبدأ من لحظة غروب الشمس فلا بد من تحديد موقع معين على الكرة الأرضية نحدد فيه لحظة غروب الشمس لتتم في عملية المقارنة بين اللحظة الكونية لولادة الهلال الجديد فلكياً ( Nwe moon ) وبين غروب الشمس في ذلك الموقع وموعد غروب القمر في نفس الموقع وتتم عملية المقارنة وتحديد الشروط والضوابط التي تم تحديدها في تقويم ام القرى وغيرها من التقاويم .
O,شرقي,"وحول متحف الثقافة الإسلامية المقترح التقت العربي الباحث قو يو شنغ وهو من أسرة مسلمة من أصول عربية , وقد شرح السيد قو المشروع الجديد , وقال إنه سوف يقام شرقي المتحف الحالي وسوف يراعي في التصميم البعد العربي والإسلامي حتى يتماشى مع المعروضات العربية والإسلامية في المتحف , ويتكون المتحف المقترح من خمسة طوابق تعلوها مئذنة ."
O,و,"في تلك العصور لم تكن مدينة مشهد وأهاليها بمأمن من غارات "" الأزبك "" إلى أن انتقل الحكم إلى العائلة الصفوية في القرن السادس عشر للميلاد ، فأصبح المذهب الشيعي هو المذهب الرسمي للدولة ، ففي عهد "" الشاه إسماعيل الأول "" و "" الشاه طهماسب "" و "" الشاه عباس الأول "" أصبحت مدينة مشهد والحرم الرضوي الشريف ذات أهمية بالغة لدى المسلمين ، وكان السلاطين يزورون المقام بين الفينة وا لفينة يقدمون الهدايا والنذور للمقام وأحيانا كانوا يصدرون الأوامر ببناء أماكن حول الحرم الشريف حيث إن مدينة مشهد في القرن الثامن عشر الميلادي استطاعت أن تثبت وجودها كأكبر مدينة مذهبية وإسلامية يقصدها المسلمون من جميع أنحاء العالم للزيارة والتبرك بمقام الإمام الرضا ."
PERS,وسين,هذه هي الاسئلة التي يفجرها فيلم كليك الذي يعرض في دور السينما الاردنية حاليا ، والذي يقوم ببطولته كل من ادم ساندلر وكيت بيكنسيل وكريستوفر والكن وديفيد هاسلهوف وهنري وينكلر وجولي كافنر وسين آستن وغيرهم من نجوم السينما الهوليوودية .
PERS,العاطي,"ويذكر أن البطل المغربي الصاعد عبد العاطي إيكيدير من مواليد25 مارس1987 بالرشيدية , يتوفر على أحسن توقيت في سباق1500 وهو3 دقائق و33 ثانية و67 جزء من المائة الذي سبق وأن حققه في ملتقى هوزدن زولدر ببلجيكا يوم22 يوليوز2006 ."
PERS,الشافعي,لندن : محمد الشافعي ادى اكتشاف ثلاثة من معتنقي الاسلام ضمن الانتحاريين الـ24 الذين اعتقلتهم السلطات البريطانية في مؤامرة « الارهاب السائل » لتفجير 10 طائرات عبر الاطلسي الاسبوع الماضي ، الى محاولة معرفة الغموض الذي يدفع بعض من تعرف على الاسلام خلال فترة وجيزة الى التيار الاصولي .
PERS,وجوليا,وتأكدت مشاركة عدد من الضيوف خلال الأسابيع الأولى من بدء البث ، من بينهم الممثلتان أنيت بينينغ وجوليا لويس درايفوس ، ومغني الروك الشهير جون بون جوفي ، وتوماس فريدمان الكاتب بصحيفة نيويورك تايمز .
PERS,جعفر,وأعلن جعفر الموسوي رئيس الادعاء العام في المحكمة الجنائية العليا ان صدام لن يمثل امام المحكمة اليوم .
PERS,لزيدان,"وأكد الاتحاد الدولي أن استفزازات ماتيراتزي لزيدان لم تكن عنصرية دون أن يكشف عن التفاصيل , مشيرا إلى أن اللاعبين وافقا بالإجماع على أن استفزازات ماتيراتزي تمس بالشرف لكنها ليست عنصرية ."
PERS,بن,استقبل الفريق أول سمو الشيخ محمد بن زايد آل نهيان ولي عهد أبوظبي نائب القائد الأعلى للقوات المسلحة مساء أمس في قصر سموه بالبطين معالي شونيتشي ناكاجاوا وزير الزراعة والغابات والثروة السمكية الياباني .
PERS,حبيب,لا اريد الحديث عن القصة تفادياً لحرقها ، لكنه سيدور حول التركيبة السكانية المتنوعة الموجودة في الامارات ، وسيشارك فيه فنانون من مصر والإمارات وسوريا والمغرب ، وسيكتب القصة الكويتي طالب الدوسري ، أما السيناريو فسيكتبه السيناريست المصري الموهوب تامر حبيب .
PERS,بري,"وقالت مصادر مقربة من بري إنه لم يحصل اتفاق بين الطرفين بسبب إصرار رايس على أن تكون "" كل عناصر الحل في سلة واحدة "" ولخصت المصادر وجهة نظر بري للحل على مرحلتين "" تشمل الأولى وقف إطلاق النار وتبادل الأسرى وعودة النازحين ، وفي الثانية يتم بحث سائر المسائل بالحوار "" ."
PERS,سلطان,"وستخاطب واشنطن دمشق من خلال الوسطاء العرب - بعدما قطعت تقريبا كل صلاتها بها - خاصة المصريين والسعوديين , ما يفسر ربما تأخير رايس سفرها إلى ما بعد لقائها بواشنطن اليوم بوزير الخارجية السعودي سعود الفيصل ورئيس مجلس الأمن القومي السعودي بندر بن سلطان ."
PERS,أبو,فرغم إعلان أبو مازن أن اتفاقا جرى التوصل إليه مع الفصائل لوقف إطلاق الصواريخ ، نفت حركتا « حماس « » و « الجهاد الإسلامي » و « الجبهة الشعبية لتحرير فلسطين » أن يكون قد جرى التوصل الى أي اتفاق من هذا القبيل .
PERS,ب.,وتوجه محمد ب. وهشام ل. الى وكالات بنكية من أجل فتح حسابات بمبالغ تتراوح بين5 .
PERS,ميجور,"ومن هنا يقول شارلز مورفي السياسي الإنجليزي بعد الزيارة الأخيرة التي قام بها جون ميجور رئيس وزراء بريطانيا إلى هونج كونج : "" من الواضح أن بريطانيا لا تستطيع الدفاع عن هونج كونج إذا احتلتها الصين الشعبية ولم تنفذ تعهداتها ."
PERS,الثاني,وتنفيذا لتوجيهات جلالة الملك عبدالله الثاني القائد الاعلى للقوات المسلحة ، وتمشيا مع الدور القومي الذي يقوم به الاردن في دعم الاشقاء اللبنانيين والوقوف معهم في محنتهم التي يتعرضون لها جراء العدوان الاسرائيلي على اراضيهم ، فقد أمر جلالته بارسال مستشفى ميداني ليقدم الخدمات الطبية والعلاجية للأخوة اللبنانيين على الارض اللبنانية .
PERS,عبد,قتل الإمام علي في 21 من رمضان سنة 40 للهجرة بعد ضربة بالسيف وهو في حالة السجود عند صلاة الفجر في مسجد الكوفة صبيحة اليوم التاسع عشر من شهر رمضان ، قتله الخارجي عبدالرحمن بن ملجم ، و كان عمر الإمام علي 63 سنة ، أي بعمر النبي محمد بن عبد الله ( ص ) حين توفي .
PERS,الحكيم,ليس توفيق الحكيم على الاطلاق عدوا لها ، كما تقول الاشاعة .
ORG,ليون,من جانب آخر يجري الحديث داخل نادي بوردو الفرنسي عن إهتمامات تبديها مجموعة من الأندية بالنجم المغربي مروان الشماخ فبرغم أن هذا الأخير إستبعد فكرة الإنضمام لنادي ليون الفرنسي بالنظر إلى أنه كسب مع بوردو فرصة لعب عصبة الأبطال الأوروبية ، إلا أن ذلك لا يمنع أندية من خارج فرنسا من تقديم عروض أولية وقد أكدت بعض المصادر أن فريق أس روما الإيطالي الذي يلعب له الحسين خرجة قد عرض مبلغ 4 مليون يورو واللاعب الكونغولي شاباني نوندا مقابل جلب الشماخ كما أبدى نادي فالنسيا الإسباني ذات الإهتمام من دون الكشف عن عرض بعينه .
ORG,الإمبريوم,"ولا تكتفي الصين الشعبية بتريوج منتجاتها في مجمعات "" الإمبريوم "" بل إنها تفتح حوانيت أخرى صغيرة تشجيعا للصينيين من أهالي هونج كونج ممن يعمر قلوبهم الولاء لوطنهم الأم وتدع لهم أن يبيعوا المنتجات الصينية بأسعار تقل عما تبيع به في الإمبريوم حتى يحقق هؤلاء أرباحا إضافية تزيدهم تعلقا ومودة مع موطنهم الأصلي الذي لا يبخل عليهم بشيء ."
ORG,اللبناني,و تواصل الراية اليوم نشر صفحات خاصة بمناسبة ذكري الاستقلال ترصد فيها مختلف الانجازات التي تتحقق تحت القيادة الحكيمة لسمو الأمير المفد النائب الأول يتلقي اتصالات هاتفية من بري والسنيورة وموسي وبن عيسي الدوحة - قنا : تلقي سعادة الشيخ حمد بن جاسم بن جبر آل ثاني النائب الأول لرئيس مجلس الوزراء وزير الخارجية الليلة الماضية اتصالين هاتفيين من دولة السيد نبيه بري رئيس مجلس النواب اللبناني ودولة السيد فؤاد السنيورة رئيس مجلس الوزراء في الجمهورية اللبنانية الشقيقة .
