neg,أي بصرة 😏
neg,كنا على وشك ان نلتقي 😔
neg,الكيزان ديل حيختونا متين 😭
neg,ايش رايكم بهدا الوضع 💥
neg,إذا أردتي هجراني فاهجريني في أي شئ إلا رسائلك 💔💔 كانت لي الملاذ كانت لي الخلاص والبعد عنها عذااب حتى لو لم تعودي ت…
neg,يتابعوني عيب 😔
neg,#يسقط_حكم_تميم بسم الله نبغى الهشتاق هذا يكون درس لمليشيا دعم الإرهاب ومرتزقتهم من نبيحة وشبيحة وارهابيين وخلاي…
neg,تقدر تفتح محادثات الماسنجر وانت في الفيس نفسه صح كده ولا لا 🤔
neg,اي شي 😿
neg,#سايتوتيك الأصلية #سايتوتك مع دكتورة رندة 🙎 التسليم فوري باليد /24 بكافة مناطق السعودية 🇸🇦 الكويت 🇰🇼 الأمارات 🇦🇪 ق…
neg,الصوت يكفيك 😢
neg,تونس مشات يا مروى 😢 ربي يبعث سبب ان شاء الله ويغير كل شي لانو من المتوقع باش تصير ثورة اخرى بطريقة ا…
neg,أحببته حتى أقنعنى إن ما فات من العمر كان إنتظار له 🙈
neg,يتي كميلة ، قلوبي فالمستقبل
neg,تثور الشعوب من أجل الحرية والكرامة والعدالة وتسيل الدماء ثم تطمع الجيوش في الحصاد !! هكذا دون حق دون حياء !! 😏…
neg,ترى والله قلت شعوري ما قلت نكته 🌚
pos,ردة فعل لينا اختي لما صحت وشافت ميك اب امي وهي طالعه 😂
pos,عمانية وارثة ذهب قيمته مليون دولار ذهب حر ورثته من جدها ، انظر واسمع ماذا تقول ✅ لله درك
pos,بمناسبة فوز الهلال .. 💙 سحب على آيفون XR📱 رتويت وتابع - السحب بعد ساعة موثق بالفديو 💪
pos,هه تصديعه فل هه
pos,اي حكايه فاشله حد بيحكيلي عنها بتفكرني بحكايتي معاك 🙂
pos,انتو ناس محترمين 🎩
pos,راجل ف الملعب اهلاوي❤ دقيقة علي المكسب ❤ #قدها__يا__اهلي
pos,صباح الخير ✨
pos,الدوري راح .. الدوري راح ياولاد الوسخه 😎
pos,#الجو_هالوقت_ودك تمشى وتفطر ☺️
pos,"كن مطمئن موقن أن الأمر كله بيد الله لاتجزع ولاتيأس واجعل شعارك في هذه الحياة ""وإن تصبروا وتتقوا فإن ذلك من عزم الأ…"
pos,عندما تدآهمك لحظة ضعف حآول أن تكون لوحدك 🎻
pos,إلى كل من وقعت عينه على هذه التغريده دعواتكم لأمي وأبي بالرحمه والمغفره 🌹 أسأل الله لكل من تفاعل معها ان يرزقه الله…
pos,- تجميع البابطين 🌟 تجميع شامل لكل المواد وكان من تجميعات السنه الماضيه جدا مفيد 👌❤️ #تحصيلي
pos,هكذا احتفل زوجين من طيور اللقالق بعد نزول أول بيضة لهما في العش 😍
pos,صل علي النبي صلى الله عليه وسلم 😊 — عليه افضل الصلاه والسلام
