كل الدعم جايين من اكونت  ahmad للابراج,neutral
هشام عباس عملها قبل Coldplay بكم سنة و أخذ مشاهدات 6 مليون و Coldplay خذو أكثر من مليار مشاهدة 🥺🥺,neutral
"فرقة B. I. G سوت كوفر عليها روحو شوفوها

💓",neutral
Please again رامز تحت الصفر in Ramadan 2022 please,neutral
كل معجبين حمادة هلال like,neutral
هو مين الي مع امينه خليل  في الايف؟؟   Egypt,neutral
يريت تراجع مسلسل elite,neutral
حد خد باله من حر ال M اللي ظاهر في المرايا بالمقلوب طيب حد فهم الحرف ده تقصد بيه اي شريهان ده اول حرف من اللي دبر لها حادث تصادم السيارة الشهير كانوا عايزين يموتوها بنفس طريقة موت اخوها عمر,neutral
أنا مش هشرب شاي تاني ، أنا هشرب coffee ☕☕,neutral
يلي جاي من tik tok 😂 يعمل لايك👍,neutral
الجمهورية الثانية DZ,neutral
ارجوكم الاشتراك في قناتي لنشر القرآن Please support,neutral
Tamer morsy سينيرجي,neutral
".متعملوش up ..انسخوا الكومنت ده .. فيه جمعية اسمها معنا لانقاذ انسان برئاسة مهندس محمود وحيد عبدالحميد تلفون ٠١١٤٠٠٤٤٨٨٦ بتقبل مثل هذا الحالات01210810856
منقول... انسخوا الكومنت ..
#معنا_لإنقاذ_إنسان",neutral
مراجعه attack on titen season 1,neutral
ده مقتبس من بتاع the rock,neutral
طاقة إيجابية بحته ماشالله I love shima,positive
مش ممكن يا هضبه احساس وصوت وكاريزما غير طبيعيه بتغير مودنا فى ثانيه للحياه مرة تانيه ..love you ❤️❤️❤️,positive
فلم روعةi congratulate tamer for the effort,positive
نعم رائع hamada helal,positive
الفنان يوسف الشريف فنان ممتاز جدا وانا بحب الافلام الي هو مثل فيها اوي وانا مستنية الفلم ينزل في سينما vox الي في الركافور في دبي علشان انا عايشة في الإمارات و كمان اول ما ينزل هروح و اشوف الفلم,positive
اسطوره يا Number 1,positive
like  اعجبني 😙😍,positive
I love Egypt🇪🇬🇪🇬🇪🇬 انا مصرية,positive
"بتبسط بجد لما بسمع اغانيك برغم انها حزينه ولكن بحبها بصوتك 
keep going",positive
I💕 U هيفاء 🇩🇿,positive
تحياتي من الاردن إلى  مصر ارواع اغنية  في حيتي  vare good,positive
Fact : اورانج بتعمل اجمد اعلانات,positive
كان فين من اول رمضان انا كنت مستني تامر بس ماتوقعتش وي هتتعاقد مع نجم الشرق وايمن قمر وايهاب عبدالواحد ومحمد عاطف ايو بقى  #الاصل_مصري.. شكرا  وي ... قبل اي حد We I#.. الله الله على المصريين الله,positive
"اغنيه تحففففففه والله بجد 
I love you sing 😍😘😚😙",positive
"لما شفتك قلبي دئ تلات دقات 😍🙈
انــت آلحب 💜..
 Mohammed",positive
يسرا ❤❤ احبك .. عراقيه 🇮🇶 مغتربه في 🇬🇧 United kingdom  واحب مصر 🇪🇬 يارب اكتبلي ازور مصر,positive
شغل ال CGI characters مش احلى حاجة بصراحة، يعني لو عمرو دياب طلع ف الشوتات دي طبيعي زي ماهو كان هيبقى اجمل.,negative
لص قذر. عليك أن تحترم شروط العقد مع lamjarred للأغنية.تم حذف الأغنية من اليوتيوب بعد شكوى من سعد,negative
"تقليد اوووووووفر لامل و حليم جدااااااا
ماراح تكونون امل و حليم ابدااااا و الله
اسرع unsubscribe فالحياة قرف👎🏻
من انحدار لانحدار🤮",negative
احلى dislike,negative
هما بجد مش عارفين يعملوا edit يخلى صوته اقل ازعاجا و اهدا فى الطبقات العاليه,negative
اللـ عاملين unlike . . عايزين يتحاكموا,negative
20 ألف عرص عاملين dislike,negative
صوتها ضعيف جدا و الاغنية FAKE اويييييي :&,negative
الموسيقى مسروقة حرفياً من مسلسل better call saul الجزء الأول، الحلقة الثامنة، الدقيقة 26,negative
اي حد عامل dislike هلفوت,negative
منظر البنات مش حلو dislike,negative
لسه مخلص الفيلم ..و اقدر اقول دا اتفه فيلم شفتو في حياتي من تمثيل و اخراج للاكشن و الهبل اللي عاملينو  ايه دا انا عمري ماشفت كده لو مش قد action scenes  ما تعملوش ارجوكم,negative
"نفسي اعرف ليه مذيعة ال   BBC عربي مابتعرفش تتكلم عربي و لا تقرأ عربي.
غريب ان قناة عريقة زي BBC توظف انسانة لا تجيد اللغة العربية",negative
هذا عندو عقد مع اتباع الشيطان كالمغني soolking في الجزائر,negative
اكو 2 الف شخص عاملين dislike انتو شنو مثلاً!  شنو الي ميعجبكم بالاغنيه ؟ انتو عدويين النجاح و فاشلين معنوياً,negative
الأغنية بصراحة من أوحش الأغانى هي ممكن تتعمل قصة قصيرة إنما أغنية no way,negative
