نعم رائع hamada helal,positive
الاعلان الوحيد ف رمضان اللي متعملوش skip ad 😂😂😂,positive
أحلى  Vodafone  و أحلى  سعد سمير 💖💟,positive
"بصراحة احلى اعلانات في مصر هيا اعلانات اورانج .. بجد التيم اللى بيعمل الشغل دا تيم ممتاز .. تحياتى ليكم واستمروا
Keep Up the Good Work",positive
المعلم و Balti و3 دقات هما المسيطرين على ترند الاغنية العربية,positive
كدا رمضان احلو يا ريت we كانت عملت الإعلان ده من زمان ♥️♥️,positive
"A big and passionate greeting to this artist تحياتي لشعب مصر النقي و الطيب من #تونس الخضراء .. 
هل من ترحيب .. ؟!",positive
مش ممكن الاغنيه تجنن بجد .. صوت و كلام و لحن .. on repeat and on my Playlist بجد برافو 👏👏👏👏👏,positive
احلى اعلان We سمعتة,positive
أنا مش عارفة الناس ال عاملة Dislike عاملينها لي بجد ....الأغنية تحفة بجد,positive
اول view 😂😎❤️❤️❤️,positive
بجد شبو لي الشركه we,positive
"الأغنية جديدة  واستايل حلو...
قريبا رح نسمع  tradition",positive
حرقات جديدة  انت دايما number one🔝🔥😎  2:27 😂😂😂😅,positive
Best series احلى مسلسل😫❤️,positive
سمعت الاغنية البارح في mbc احلى واحدة يسراااااا 😘😘😘 I love it,positive
فى 51 متحرش عاملين unlike :D,negative
"اللحن مسروق
اغنية back to you -selena gomez
شو عالعيب",negative
مين الناس العبيطه اللي حطت dis like🙄,negative
نت ضعيف يا Vodafone,negative
3 اللى عاملين dislike دول لازم يتشنقو فى ميدان عام,negative
"في غباء في مصر !!! حقيقي 
يعني حرقتوا اهم لقطة بالمسلسل او الفيلم وتحطوها كاملة بالبرومو ...
دا احنا بنفوت المسلسل او الفيلم لأجل اللقطة دي .. الي بسموها في عالم السينما ... money shot",negative
أغنية مسروقة  من أغنية إيطالية  مافيش أي إجتهاد  ،  أدخل قناة Mohammed tv  تلاقي  الأغنية الأصلية,negative
انا اسف ليك يا تامر بس ده هيبقى اول dislike تاخده مني !,negative
بس اريد اعرف الي مسوين un like انتو كل عقلكم يعني هههههه هذا الصوت والاحساس مايعجبكم,negative
CGI ميعملوش مبتدء على التيك توك,negative
هشام جمال ده شخصية fake,negative
هذا عندو عقد مع اتباع الشيطان كالمغني soolking في الجزائر,negative
"Wtf
شوفو الدس لايكات 🤭🤭🤭",negative
والله يا ريت لو فى لينك نعمل dislike من عير ما نزود المشاهدات 😂,negative
Flop فاشله,negative
هي الناس اللي عاملة dislike دي عيانة!!! 🧸🤨,negative
عشان خطري اعملوا لايك ابوس رجليكوا ilove you,neutral
السمعها ٢٠١٩ like,neutral
Fawzy  صبحي    فوزى,neutral
مافيا هو النسخه العربيه من smooth criminal  لمايكل جاكسون ونفس السلاح نفس اللبس,neutral
يا جماعه وصلوا Roznama  لـ مليون مشترك Please,neutral
ال جاي من bmians يدوس لايك 😁,neutral
خلوها download offline علشان نعرف نسمعها علي طول,neutral
مين هنا بيعشق ال BTS,neutral
"ahmed dardar
قبل ثانية واحدة
صلى على سيدنا محمد",neutral
ساره Sara,neutral
بعد اذنكم عاوز رابط تحميل للحلقتين وفيها المشاهد الــ في النص .. عشان اليوتيوب قاصص المشاهد دي .. ان شالله تحطو ع موقع الــ dmc,neutral
قبل ماتفكر تتعلم اي لغة لا زم تعرف اصعب خمس لغات في العالم                   Top 5 Most Hardest Languages for ever,neutral
مش فاهم انا الناس العمله dis like هى الاغنية مش عجباك فى ايه,neutral
اتفرج على the walking dead,neutral
عايزين حلقه عن the walking dead  بلييييييز😂👍🏻,neutral
مراجعة ل فيلم نيكولاس كيج الجديد pig,neutral
